Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
55,No,Travel_Frequently,Research & Development,2,Male,3,3,Manufacturing Director,2,Married,10976,3,No,18,3,1,23,4,3,1,2,Post-Graduation,2018-06-30,,Work Accident,OFFICE,1,3,Yes,Recruiter,Contract
33,No,Travel_Rarely,Research & Development,5,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,1,9,2,3,1,2,Post-Graduation,2018-05-02,,Work Environment,WFH,4,0,Yes,Job Event,FullTime
33,No,Travel_Frequently,Sales,7,Female,3,2,Sales Executive,2,Married,4302,0,No,17,3,1,4,3,3,0,2,Post-Graduation,2018-02-03,,Better Opportunity,OFFICE,5,2,No,Job Portal,Part Time
34,No,Travel_Frequently,Research & Development,2,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,3,0,5,3,3,0,2,12th,2018-03-05,,Better Opportunity,OFFICE,4,1,No,Job Portal,Contract
28,No,Travel_Frequently,Research & Development,6,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,1,3,2,3,0,2,Post-Graduation,2018-01-30,,Work Environment,WFH,4,3,No,Recruiter,Part Time
45,No,Travel_Rarely,Research & Development,7,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,1,7,2,3,0,2,Post-Graduation,2018-03-30,,Salary,OFFICE,0,1,Yes,Job Portal,FullTime
29,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,3,3,3,5,3,1,2,PHD,2018-06-14,,Better Opportunity,WFH,0,2,Yes,Job Event,Contract
34,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,0,4,3,3,0,2,Post-Graduation,2018-02-25,,Dept.Head,OFFICE,1,3,No,Walk-in,FullTime
35,No,Travel_Rarely,Research & Development,6,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,0,4,3,3,2,2,Post-Graduation,2018-03-03,,Work Environment,WFH,0,2,No,Recruiter,FullTime
28,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,0,5,2,3,1,2,Post-Graduation,2018-04-18,,Work Accident,OFFICE,3,1,Yes,Walk-in,Part Time
50,No,Travel_Rarely,Research & Development,28,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,0,25,2,3,1,2,12th,2018-05-04,,Work Accident,OFFICE,0,1,Yes,Job Portal,Part Time
31,Yes,Travel_Frequently,Sales,1,Female,3,1,Sales Representative,2,Single,2302,1,Yes,11,3,0,3,2,3,2,2,12th,2018-04-11,,Dept.Head,OFFICE,4,3,No,Recruiter,Part Time
44,Yes,Travel_Rarely,Research & Development,3,Male,3,1,Laboratory Technician,1,Married,2362,4,No,12,3,0,10,4,3,1,2,Post-Graduation,2018-04-17,,Dept.Head,OFFICE,1,1,Yes,Walk-in,FullTime
25,No,Travel_Rarely,Research & Development,19,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,3,7,6,3,1,2,Post-Graduation,2018-05-03,,Salary,OFFICE,3,0,No,Walk-in,FullTime
32,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,3,4,3,3,1,2,PHD,2018-06-08,,Work Environment,WFH,2,3,No,Job Event,Contract
25,No,Travel_Rarely,Sales,18,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,0,6,3,3,1,2,PHD,2018-01-02,,Salary,WFH,0,0,Yes,Job Portal,FullTime
37,No,Travel_Rarely,Research & Development,11,Female,3,1,Laboratory Technician,3,Single,3629,4,No,18,3,0,8,6,3,0,2,12th,2018-02-20,,Salary,OFFICE,5,2,Yes,Walk-in,FullTime
25,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,4,Married,3229,4,No,11,3,1,7,2,3,0,2,Post-Graduation,2018-03-24,,Work Environment,WFH,1,3,No,Job Portal,FullTime
30,No,Travel_Rarely,Sales,7,Female,3,2,Sales Executive,1,Divorced,4779,7,No,14,3,2,8,3,3,0,2,12th,2018-01-16,,Salary,OFFICE,4,2,No,Recruiter,Part Time
31,No,Travel_Rarely,Research & Development,8,Female,3,4,Research Director,2,Single,16422,3,No,11,3,0,9,3,3,1,0,12th,2018-05-18,,Work Accident,OFFICE,5,3,Yes,Recruiter,Part Time
36,No,Travel_Rarely,Sales,16,Female,2,2,Sales Executive,1,Married,5647,4,No,13,3,2,11,3,3,0,2,PHD,2018-03-20,,Work Accident,WFH,2,2,Yes,Recruiter,FullTime
25,Yes,Travel_Rarely,Sales,9,Male,2,1,Sales Representative,1,Married,4400,3,No,12,3,0,6,2,3,2,2,12th,2018-06-07,,Better Opportunity,WFH,0,2,Yes,Job Portal,Part Time
56,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,1,Married,2066,2,No,22,4,1,5,3,3,1,0,Post-Graduation,2018-02-22,,Work Environment,WFH,2,3,No,Walk-in,Part Time
31,No,Travel_Rarely,Human Resources,8,Female,4,1,Human Resources,2,Single,2109,9,No,18,3,0,8,3,3,0,2,Graduation,2018-06-12,,Work Accident,WFH,5,3,Yes,Job Portal,Part Time
45,No,Travel_Rarely,Research & Development,29,Male,3,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,2,10,4,3,1,2,12th,2018-03-29,,Work Environment,WFH,5,1,No,Job Event,FullTime
49,No,Travel_Rarely,Research & Development,5,Male,3,2,Healthcare Representative,3,Married,6651,2,No,14,3,1,20,0,3,1,2,12th,2018-02-23,,Salary,WFH,4,0,Yes,Job Event,FullTime
40,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,3,Divorced,2345,2,No,14,3,1,8,3,3,1,2,PHD,2018-04-07,,Work Environment,WFH,4,1,No,Recruiter,FullTime
28,Yes,Travel_Frequently,Sales,1,Male,3,1,Sales Representative,3,Married,2909,3,No,15,3,1,5,3,3,1,2,PHD,2018-03-04,,Better Opportunity,OFFICE,1,0,No,Recruiter,Part Time
55,No,Travel_Rarely,Research & Development,4,Male,3,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,0,4,2,3,1,2,12th,2018-02-03,,Work Environment,WFH,0,2,No,Walk-in,Contract
49,No,Travel_Rarely,Research & Development,3,Female,2,2,Laboratory Technician,1,Married,4789,4,No,25,4,1,10,3,3,1,2,12th,2018-03-14,,Better Opportunity,OFFICE,3,2,Yes,Recruiter,Part Time
29,No,Travel_Frequently,Research & Development,2,Female,3,1,Laboratory Technician,2,Married,3180,0,No,13,3,3,4,3,3,0,2,12th,2018-04-27,,Salary,OFFICE,2,2,No,Recruiter,Contract
36,No,Travel_Rarely,Sales,2,Male,3,1,Sales Representative,4,Single,2644,3,Yes,21,4,0,7,3,3,1,2,12th,2018-02-27,,Better Opportunity,OFFICE,5,0,Yes,Walk-in,FullTime
35,No,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,1,Single,2450,1,No,19,3,0,3,3,3,1,2,Graduation,2018-06-01,,Better Opportunity,WFH,3,3,Yes,Recruiter,Part Time
38,No,Travel_Rarely,Sales,16,Female,3,2,Sales Executive,2,Single,4198,2,No,12,3,0,8,5,3,1,2,12th,2018-04-11,,Work Accident,WFH,5,1,No,Job Event,FullTime
36,No,Travel_Frequently,Research & Development,6,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,1,9,3,3,0,2,Graduation,2018-02-05,,Better Opportunity,WFH,0,3,Yes,Job Event,Part Time
32,No,Travel_Rarely,Research & Development,5,Female,4,1,Research Scientist,4,Married,3312,3,No,17,3,2,6,3,3,0,2,Graduation,2018-01-01,,Work Accident,OFFICE,1,3,Yes,Recruiter,Part Time
36,No,Travel_Rarely,Research & Development,12,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,2,7,2,3,1,1,Post-Graduation,2018-01-16,,Work Accident,WFH,3,1,Yes,Walk-in,Part Time
27,No,Travel_Rarely,Research & Development,8,Female,4,1,Research Scientist,3,Married,3517,7,No,17,3,0,5,0,3,0,2,PHD,2018-03-05,,Work Environment,WFH,3,1,Yes,Job Event,FullTime
36,No,Travel_Rarely,Research & Development,5,Female,3,3,Healthcare Representative,1,Married,8008,4,No,12,3,2,9,6,3,0,2,Graduation,2018-03-06,,Better Opportunity,OFFICE,2,3,Yes,Walk-in,Contract
36,No,Non-Travel,Research & Development,1,Female,2,2,Manufacturing Director,3,Married,4374,0,No,15,3,0,4,6,3,1,2,12th,2018-03-17,,Dept.Head,WFH,0,0,No,Walk-in,Part Time
47,No,Travel_Rarely,Sales,2,Female,4,4,Manager,2,Divorced,15972,6,No,14,3,3,29,2,3,1,2,Graduation,2018-03-14,,Salary,WFH,3,1,Yes,Walk-in,FullTime
36,No,Travel_Rarely,Research & Development,26,Male,3,2,Healthcare Representative,3,Married,5347,6,No,14,3,2,10,2,3,0,2,12th,2018-06-19,,Better Opportunity,WFH,0,0,Yes,Job Event,Contract
23,Yes,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,1,3,2,3,0,2,Graduation,2018-04-10,,Better Opportunity,WFH,5,3,No,Job Portal,FullTime
26,No,Travel_Rarely,Research & Development,17,Male,1,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,3,0,2,Post-Graduation,2018-05-21,,Work Environment,WFH,1,2,No,Job Event,Contract
41,No,Non-Travel,Human Resources,4,Male,1,2,Human Resources,2,Married,6430,6,No,19,3,1,10,4,3,1,2,12th,2018-06-17,,Better Opportunity,WFH,1,1,Yes,Walk-in,Part Time
23,No,Travel_Rarely,Research & Development,4,Female,3,1,Laboratory Technician,2,Single,3295,1,No,13,3,0,3,3,3,1,2,PHD,2018-03-24,,Better Opportunity,WFH,1,2,No,Job Event,Part Time
29,No,Travel_Frequently,Research & Development,1,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,0,10,5,3,0,2,PHD,2018-04-21,,Salary,OFFICE,4,2,No,Recruiter,Contract
53,No,Non-Travel,Research & Development,1,Female,2,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,3,27,2,3,0,2,Post-Graduation,2018-02-22,,Better Opportunity,OFFICE,5,1,No,Job Portal,Contract
43,No,Non-Travel,Research & Development,9,Male,3,1,Research Scientist,3,Single,2438,4,No,13,3,0,7,2,3,1,2,PHD,2018-04-05,,Work Accident,OFFICE,5,2,Yes,Recruiter,Part Time
41,No,Travel_Rarely,Research & Development,5,Male,4,2,Healthcare Representative,2,Single,6870,3,No,12,3,0,11,3,3,1,2,PHD,2018-05-02,,Dept.Head,WFH,3,2,Yes,Job Event,Part Time
31,No,Travel_Frequently,Sales,7,Female,3,3,Sales Executive,1,Married,9637,2,No,14,3,2,9,3,3,2,2,Post-Graduation,2018-05-26,,Dept.Head,OFFICE,1,2,Yes,Job Portal,FullTime
28,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,1,Married,3591,1,No,25,4,1,3,3,3,1,2,Graduation,2018-01-28,,Salary,OFFICE,2,2,Yes,Job Event,Part Time
28,No,Non-Travel,Human Resources,1,Male,3,1,Human Resources,4,Divorced,2706,1,No,15,3,1,3,2,3,2,2,Post-Graduation,2018-02-07,,Work Accident,OFFICE,2,0,Yes,Recruiter,Part Time
29,No,Travel_Rarely,Research & Development,7,Male,3,1,Laboratory Technician,1,Single,2062,3,No,14,3,0,11,2,3,1,2,PHD,2018-03-16,,Work Accident,WFH,5,0,Yes,Job Event,FullTime
35,No,Travel_Rarely,Research & Development,16,Female,2,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,0,4,2,3,0,2,Graduation,2018-05-06,,Dept.Head,OFFICE,0,1,Yes,Job Portal,Contract
39,No,Non-Travel,Sales,21,Female,1,2,Sales Executive,3,Married,5736,6,No,19,3,1,10,1,3,1,2,PHD,2018-06-08,,Work Environment,OFFICE,5,0,No,Walk-in,Contract
22,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,3,Single,3375,0,No,12,3,0,4,2,3,1,2,12th,2018-01-01,,Salary,WFH,0,1,No,Recruiter,Contract
50,Yes,Travel_Rarely,Sales,28,Male,2,3,Sales Executive,1,Divorced,10854,4,Yes,13,3,1,20,3,3,2,0,Graduation,2018-04-11,,Better Opportunity,OFFICE,3,2,Yes,Job Event,Contract
28,Yes,Travel_Rarely,Research & Development,24,Male,2,1,Laboratory Technician,3,Single,2028,5,Yes,14,3,0,6,4,4,0,3,Graduation,2017-05-15,,Dept.Head,WFH,2,0,No,Job Portal,FullTime
24,No,Non-Travel,Research & Development,11,Female,4,2,Manufacturing Director,3,Divorced,4011,0,No,18,3,1,5,5,4,1,3,Graduation,2017-04-05,,Work Accident,WFH,3,1,Yes,Walk-in,FullTime
34,Yes,Travel_Rarely,Research & Development,6,Male,3,1,Research Scientist,1,Single,2960,2,No,11,3,0,8,2,4,1,3,Post-Graduation,2017-04-05,,Dept.Head,WFH,1,1,Yes,Recruiter,FullTime
44,No,Travel_Rarely,Research & Development,10,Male,3,2,Healthcare Representative,4,Married,6465,2,Yes,13,3,0,9,5,4,1,3,12th,2017-01-29,,Work Accident,OFFICE,5,3,Yes,Job Event,Part Time
44,No,Travel_Rarely,Sales,1,Female,3,2,Sales Executive,1,Divorced,5454,5,Yes,21,4,1,9,2,4,1,3,12th,2017-06-27,,Salary,OFFICE,5,3,Yes,Walk-in,FullTime
35,No,Non-Travel,Research & Development,11,Male,2,3,Healthcare Representative,1,Married,9884,2,Yes,13,3,1,10,3,4,2,3,Post-Graduation,2017-05-22,,Salary,OFFICE,1,1,Yes,Recruiter,Part Time
59,No,Travel_Frequently,Sales,1,Female,2,2,Sales Executive,3,Single,5473,7,No,11,3,0,20,2,4,1,3,Post-Graduation,2017-03-07,,Better Opportunity,WFH,1,0,Yes,Walk-in,Part Time
46,No,Travel_Rarely,Human Resources,5,Male,3,2,Human Resources,2,Divorced,5021,8,Yes,22,4,1,16,2,4,0,2,Graduation,2017-02-27,,Work Accident,WFH,2,3,No,Walk-in,FullTime
51,No,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,4,Married,2075,3,No,23,4,2,10,4,4,0,3,Post-Graduation,2017-02-11,,Work Environment,OFFICE,4,0,Yes,Job Portal,Contract
54,No,Travel_Rarely,Research & Development,2,Female,3,3,Research Director,3,Married,13549,9,No,12,3,1,16,5,4,0,3,Graduation,2017-02-16,,Work Accident,WFH,4,0,No,Job Event,FullTime
51,Yes,Travel_Frequently,Research & Development,8,Male,1,3,Manufacturing Director,4,Single,10650,2,No,15,3,0,18,2,4,0,3,Graduation,2017-04-23,,Salary,WFH,1,2,Yes,Job Event,Contract
34,No,Travel_Frequently,Sales,2,Female,3,1,Sales Representative,3,Married,2231,6,No,18,3,1,6,3,4,1,2,PHD,2017-05-21,,Salary,OFFICE,3,0,No,Walk-in,FullTime
31,No,Travel_Rarely,Research & Development,12,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,4,1,7,0,4,0,2,Post-Graduation,2017-02-12,,Work Accident,OFFICE,0,3,Yes,Recruiter,FullTime
41,Yes,Travel_Rarely,Sales,20,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,4,0,2,Post-Graduation,2017-04-03,,Better Opportunity,WFH,3,0,Yes,Recruiter,FullTime
53,No,Travel_Rarely,Research & Development,13,Female,4,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,5,3,4,1,3,12th,2017-02-22,,Dept.Head,OFFICE,1,2,No,Walk-in,Contract
22,No,Travel_Rarely,Research & Development,5,Male,4,1,Research Scientist,2,Divorced,2328,1,Yes,16,3,1,4,2,4,2,2,Graduation,2017-02-17,,Work Environment,WFH,4,2,No,Job Portal,FullTime
46,No,Travel_Rarely,Research & Development,1,Male,3,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,1,17,3,4,0,3,12th,2017-02-28,,Salary,OFFICE,4,3,No,Job Event,Contract
29,Yes,Travel_Rarely,Research & Development,18,Male,2,1,Research Scientist,4,Single,2389,1,Yes,13,3,0,4,3,4,0,1,PHD,2017-01-05,,Salary,OFFICE,4,2,Yes,Job Event,Contract
32,No,Travel_Rarely,Sales,4,Female,3,1,Sales Representative,2,Married,3931,2,No,11,3,1,6,5,4,1,2,Post-Graduation,2017-05-11,,Work Environment,WFH,2,1,No,Recruiter,FullTime
25,No,Travel_Rarely,Research & Development,1,Female,3,2,Manufacturing Director,3,Married,4898,0,No,12,3,2,5,3,4,1,2,Graduation,2017-03-04,,Work Accident,OFFICE,4,2,Yes,Job Portal,Part Time
37,No,Travel_Frequently,Research & Development,9,Male,3,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,4,3,4,1,2,12th,2017-05-07,,Work Accident,WFH,0,1,Yes,Recruiter,FullTime
51,No,Travel_Rarely,Research & Development,2,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,1,13,3,4,1,2,12th,2017-03-21,,Dept.Head,OFFICE,2,3,No,Recruiter,Contract
27,No,Travel_Rarely,Research & Development,5,Female,3,1,Research Scientist,2,Single,2478,1,Yes,12,3,0,4,2,4,1,2,Post-Graduation,2017-06-12,,Better Opportunity,WFH,0,1,No,Job Event,Contract
54,No,Travel_Frequently,Research & Development,20,Female,3,2,Research Scientist,3,Single,4869,3,No,12,3,0,20,4,4,0,3,PHD,2017-04-03,,Better Opportunity,WFH,2,1,No,Job Event,Contract
40,No,Travel_Rarely,Sales,1,Male,1,2,Sales Executive,4,Married,7457,2,Yes,22,4,3,6,2,4,0,2,Post-Graduation,2017-04-24,,Work Environment,WFH,0,3,Yes,Job Event,Contract
23,No,Travel_Rarely,Research & Development,26,Male,3,1,Research Scientist,4,Divorced,2904,1,No,12,3,2,4,2,4,0,2,Graduation,2017-04-29,,Dept.Head,OFFICE,0,2,Yes,Job Event,FullTime
29,No,Non-Travel,Sales,2,Male,3,2,Sales Executive,3,Married,4649,1,No,14,3,1,4,3,4,0,2,Post-Graduation,2017-04-22,,Dept.Head,WFH,2,3,No,Job Portal,FullTime
50,No,Travel_Rarely,Research & Development,10,Male,2,3,Healthcare Representative,4,Single,10496,6,No,15,3,0,20,2,4,1,3,Graduation,2017-06-14,,Dept.Head,WFH,2,1,Yes,Walk-in,Contract
54,No,Travel_Rarely,Research & Development,5,Male,3,5,Research Director,1,Married,19406,4,No,11,3,1,24,4,4,1,2,Post-Graduation,2017-05-25,,Dept.Head,WFH,0,3,Yes,Recruiter,Part Time
31,No,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,1,Married,2218,1,No,12,3,1,4,3,4,3,2,Graduation,2017-06-12,,Work Environment,OFFICE,0,1,No,Job Portal,FullTime
33,Yes,Travel_Rarely,Research & Development,10,Male,1,1,Laboratory Technician,4,Divorced,3408,7,No,13,3,3,8,2,4,1,3,12th,2017-02-24,,Better Opportunity,WFH,2,2,No,Walk-in,Part Time
32,Yes,Non-Travel,Sales,11,Male,4,2,Sales Executive,3,Married,4707,8,No,12,3,0,6,2,4,1,2,Post-Graduation,2017-05-15,,Better Opportunity,WFH,0,1,No,Walk-in,FullTime
27,Yes,Travel_Rarely,Sales,2,Male,3,1,Sales Representative,1,Divorced,3041,0,No,11,3,1,5,3,4,0,2,12th,2017-04-09,,Dept.Head,OFFICE,0,2,No,Job Portal,Part Time
27,No,Travel_Rarely,Research & Development,3,Male,2,1,Research Scientist,4,Single,2045,0,No,13,3,0,5,0,4,1,1,12th,2017-04-11,,Work Environment,WFH,0,2,No,Recruiter,FullTime
50,Yes,Travel_Frequently,Sales,8,Male,3,2,Sales Executive,3,Married,6796,3,Yes,14,3,1,18,4,4,1,3,12th,2017-06-15,,Better Opportunity,OFFICE,3,1,No,Recruiter,FullTime
23,No,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,1,Married,2500,1,No,14,3,1,5,2,4,0,2,12th,2017-04-03,,Work Accident,OFFICE,3,0,Yes,Job Portal,Part Time
40,No,Travel_Rarely,Research & Development,2,Female,2,1,Research Scientist,4,Single,2342,0,Yes,20,4,0,5,2,4,2,3,Post-Graduation,2017-06-07,,Dept.Head,WFH,3,3,No,Job Event,Part Time
52,No,Non-Travel,Research & Development,19,Male,3,1,Research Scientist,4,Married,4258,0,No,18,3,1,5,3,4,1,2,Graduation,2017-05-05,,Work Accident,WFH,0,1,No,Recruiter,FullTime
26,Yes,Travel_Rarely,Sales,8,Male,2,2,Sales Executive,1,Single,5326,6,No,17,3,0,6,2,4,1,2,12th,2017-04-04,,Dept.Head,WFH,0,1,Yes,Recruiter,Part Time
34,No,Travel_Rarely,Research & Development,1,Female,4,1,Research Scientist,4,Single,3280,2,No,16,3,0,10,2,4,1,3,Post-Graduation,2017-02-07,,Dept.Head,WFH,1,2,Yes,Walk-in,Contract
27,No,Travel_Frequently,Sales,8,Male,3,2,Sales Executive,4,Married,4342,0,No,19,3,1,5,3,4,1,1,12th,2017-04-24,,Work Accident,OFFICE,4,2,Yes,Recruiter,Part Time
50,No,Travel_Rarely,Research & Development,2,Male,3,4,Research Director,3,Married,17639,5,No,16,3,0,30,3,4,0,3,Post-Graduation,2017-03-16,,Salary,OFFICE,1,3,Yes,Job Portal,Part Time
42,No,Travel_Rarely,Research & Development,1,Female,2,2,Manufacturing Director,4,Married,6062,9,Yes,13,3,1,8,4,4,0,2,Graduation,2017-01-07,,Work Accident,WFH,0,0,No,Job Event,FullTime
38,No,Travel_Frequently,Research & Development,12,Male,2,2,Healthcare Representative,1,Divorced,6288,2,No,15,3,1,13,3,4,1,2,Post-Graduation,2017-02-07,,Dept.Head,OFFICE,1,3,Yes,Recruiter,Contract
43,No,Travel_Rarely,Research & Development,14,Male,3,4,Research Director,1,Married,17159,6,No,24,4,1,22,3,4,1,0,Post-Graduation,2017-05-13,,Dept.Head,WFH,5,2,No,Recruiter,Contract
25,No,Travel_Rarely,Research & Development,2,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,0,6,3,4,0,1,Graduation,2017-05-02,,Dept.Head,WFH,5,1,Yes,Job Event,FullTime
49,No,Travel_Rarely,Research & Development,1,Female,3,1,Research Scientist,1,Married,3580,2,No,16,3,1,7,2,4,0,2,Graduation,2017-01-24,,Work Environment,OFFICE,3,1,Yes,Recruiter,Contract
33,No,Travel_Rarely,Human Resources,3,Male,3,1,Human Resources,2,Divorced,2277,3,Yes,11,3,1,7,4,4,0,3,Graduation,2017-04-29,,Dept.Head,WFH,4,0,Yes,Recruiter,Part Time
29,No,Travel_Rarely,Research & Development,7,Female,2,1,Laboratory Technician,4,Divorced,2532,6,No,14,3,3,8,5,4,0,3,PHD,2017-02-12,,Better Opportunity,OFFICE,5,3,Yes,Walk-in,Contract
28,No,Travel_Rarely,Sales,5,Male,3,2,Sales Executive,4,Single,4908,1,No,14,3,0,4,3,4,0,2,Post-Graduation,2017-03-02,,Salary,OFFICE,5,2,No,Job Portal,Part Time
24,No,Travel_Rarely,Research & Development,17,Female,2,2,Manufacturing Director,3,Divorced,4377,1,No,15,3,2,5,6,4,3,2,Graduation,2017-04-02,,Dept.Head,OFFICE,5,1,Yes,Walk-in,Part Time
35,Yes,Travel_Rarely,Research & Development,14,Male,2,1,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,1,5,2,4,0,2,Post-Graduation,2017-05-14,,Work Environment,OFFICE,5,1,Yes,Walk-in,Contract
31,No,Travel_Frequently,Research & Development,1,Female,3,2,Manufacturing Director,1,Married,4148,1,No,12,3,1,4,1,4,0,3,Post-Graduation,2017-03-18,,Better Opportunity,OFFICE,4,2,No,Job Portal,FullTime
22,No,Travel_Rarely,Research & Development,8,Male,1,1,Laboratory Technician,1,Married,2451,1,No,15,3,1,4,3,4,1,1,Post-Graduation,2017-04-12,,Better Opportunity,WFH,3,3,No,Job Portal,Part Time
37,No,Travel_Rarely,Research & Development,3,Female,3,2,Healthcare Representative,2,Single,4107,3,No,15,3,0,8,3,4,0,1,12th,2017-05-10,,Salary,WFH,1,3,No,Recruiter,FullTime
28,No,Travel_Rarely,Research & Development,15,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,1,4,5,4,2,2,PHD,2017-03-02,,Salary,OFFICE,0,2,Yes,Job Event,Part Time
27,No,Travel_Rarely,Research & Development,6,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,1,4,0,4,2,2,Post-Graduation,2017-01-03,,Better Opportunity,OFFICE,1,3,No,Job Event,FullTime
24,No,Travel_Rarely,Research & Development,24,Male,3,1,Laboratory Technician,2,Single,3597,8,No,22,4,0,6,2,4,1,2,12th,2017-04-25,,Dept.Head,OFFICE,2,1,No,Job Event,Part Time
43,Yes,Travel_Rarely,Sales,9,Female,1,2,Sales Executive,3,Single,5346,8,No,13,3,0,7,2,4,1,3,PHD,2017-03-01,,Better Opportunity,OFFICE,5,0,Yes,Recruiter,Part Time
30,No,Travel_Rarely,Sales,29,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,8,3,4,0,3,PHD,2017-04-12,,Work Environment,WFH,2,1,No,Job Event,Contract
46,No,Travel_Rarely,Research & Development,15,Male,3,5,Research Director,2,Married,19081,5,No,11,3,1,25,2,4,0,3,Graduation,2017-05-29,,Work Environment,WFH,1,2,Yes,Recruiter,Part Time
42,No,Non-Travel,Human Resources,2,Male,4,2,Human Resources,1,Married,6272,7,No,16,3,1,10,3,4,0,3,PHD,2017-01-22,,Work Environment,OFFICE,4,3,No,Job Portal,Part Time
25,No,Travel_Rarely,Sales,10,Male,3,2,Sales Executive,4,Single,4950,0,No,14,3,0,5,4,4,1,1,Graduation,2017-02-15,,Better Opportunity,OFFICE,3,3,No,Job Event,Part Time
28,No,Travel_Frequently,Research & Development,1,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,0,5,2,4,0,2,PHD,2017-05-22,,Work Accident,WFH,2,3,No,Walk-in,Contract
40,No,Non-Travel,Research & Development,16,Male,3,1,Research Scientist,3,Divorced,3544,9,No,16,3,1,6,0,4,0,0,12th,2017-05-22,,Work Accident,WFH,5,1,No,Job Event,Part Time
40,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,2,Married,2387,3,No,22,4,1,7,3,4,0,3,Post-Graduation,2017-05-07,,Salary,OFFICE,5,3,No,Job Portal,Part Time
35,Yes,Travel_Frequently,Sales,18,Female,3,2,Sales Executive,3,Married,4614,0,Yes,18,3,1,5,0,4,3,2,PHD,2017-01-20,,Dept.Head,OFFICE,4,2,Yes,Recruiter,FullTime
38,No,Travel_Frequently,Research & Development,7,Male,4,1,Research Scientist,3,Divorced,2610,1,No,11,3,3,4,2,4,0,3,Graduation,2017-04-06,,Salary,WFH,4,3,Yes,Walk-in,FullTime
51,No,Travel_Frequently,Sales,2,Male,3,3,Sales Executive,2,Married,10596,2,No,11,3,0,14,5,4,3,2,12th,2017-05-01,,Work Environment,OFFICE,0,1,No,Recruiter,Part Time
